,attack type,shadow model,slice feature,slice value,train size,test size,Attacker advantage,Positive predictive value,AUC,fpr@0.1,fpr@0.001
84,lira,28,Entire dataset,,3615,3617,0.1974,1.0000,0.6562,0.2614,0.0387
85,lira,28,class,0,2169,2170,0.1597,1.0000,0.6294,0.2213,0.0383
86,lira,28,class,1,1446,1447,0.2616,1.0000,0.6928,0.3015,0.0463
87,lira,29,Entire dataset,,3615,3617,0.2047,1.0000,0.6475,0.2194,0.0149
88,lira,29,class,0,2169,2170,0.1874,1.0000,0.6356,0.1992,0.0180
89,lira,29,class,1,1446,1447,0.2334,1.0000,0.6646,0.2351,0.0048
90,lira,30,Entire dataset,,3615,3617,0.1873,1.0000,0.6373,0.2149,0.0183
91,lira,30,class,0,2169,2170,0.1556,1.0000,0.6137,0.1899,0.0235
92,lira,30,class,1,1446,1447,0.2362,1.0000,0.6698,0.2324,0.0069
93,lira,31,Entire dataset,,3615,3617,0.1881,1.0000,0.6423,0.2083,0.0207
94,lira,31,class,0,2169,2170,0.1833,1.0000,0.6325,0.1996,0.0180
95,lira,31,class,1,1446,1447,0.2120,1.0000,0.6599,0.2317,0.0228
96,lira,32,Entire dataset,,3615,3617,0.1882,1.0000,0.6458,0.2252,0.0180
97,lira,32,class,0,2169,2170,0.1657,1.0000,0.6233,0.2075,0.0175
98,lira,32,class,1,1446,1447,0.2514,1.0000,0.6806,0.2483,0.0166
mean Entire dataset,lira,,,,,,0.1845,0.9987,0.6385,0.2179,0.0227
mean CLASS=0,lira,,,,,,0.1629,0.9992,0.6189,0.1966,0.0185
mean CLASS=1,lira,,,,,,0.2397,0.9992,0.6710,0.2489,0.0189
std Entire dataset,lira,,,,,,0.0225,0.0053,0.0156,0.0182,0.0065
std CLASS=0,lira,,,,,,0.0198,0.0044,0.0165,0.0198,0.0077
std CLASS=1,lira,,,,,,0.0200,0.0044,0.0144,0.0252,0.0118
max Entire dataset,lira,,,,,,0.2182,1.0000,0.6621,0.2614,0.0387
max CLASS=0,lira,,,,,,0.2026,1.0000,0.6492,0.2319,0.0383
max CLASS=1,lira,,,,,,0.2818,1.0000,0.6974,0.3015,0.0463
